"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-12&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-12~ref_cpp-d121317a.5-62-AEO2018.3-12~co2fee15-d022318a.5-62-AEO2018.3-12~co2fee25-d022318a.5-62-AEO2018.3-12&map=&sourcekey=1"
"Fri Sep 28 2018 10:38:52 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
Reference case,"Electricity: Electric Power Sector: Generation: Nuclear": Reference case,62-AEO2018.88.ref2018-d121317a,"BkWh",36.470001,38.771542,39.283661,39.064098,38.844532,38.844528,38.844532,38.844532,38.844532,30.623226,30.623226,31.403353,31.403353,31.403353,31.403357,31.403353,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,32.214504,"-0.6%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Generation: Nuclear": Reference case with Clean Power Plan,62-AEO2018.88.ref_cpp-d121317a,"BkWh",36.470001,38.771542,39.283665,39.064098,38.844532,38.844532,38.844532,38.844532,38.844528,38.844532,38.844532,39.624657,39.624657,39.624657,39.624657,39.624657,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.435806,40.43581,40.435806,40.43581,40.43581,40.43581,40.435806,40.43581,40.43581,40.43581,40.435806,"0.1%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Nuclear": $15 carbon allowance fee,62-AEO2018.88.co2fee15-d022318a,"BkWh",36.470001,38.771545,39.283661,39.064098,38.844532,38.844532,38.844532,38.844532,38.844532,38.844532,38.844532,39.624657,39.624657,39.624657,39.624657,39.62466,40.43581,40.43581,40.435806,40.435802,40.43581,40.43581,40.43581,40.435806,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,"0.1%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Nuclear": $25 carbon allowance fee,62-AEO2018.88.co2fee25-d022318a,"BkWh",36.470001,38.771545,39.283661,39.064098,38.844532,38.844532,38.844532,38.844532,38.844532,38.844532,38.844532,39.624657,39.624657,39.624657,39.624657,39.624653,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,40.43581,"0.1%"
Pumped Storage and Other,"Electricity: Electric Power Sector: Generation: Pumped Storage/Other",62-AEO2018.89.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Generation: Pumped Storage/Other": Reference case,62-AEO2018.89.ref2018-d121317a,"BkWh",0.039,-0.008503,-0.008503,-0.025728,-0.026049,-0.042782,-0.06023,-0.077546,-0.09456,-0.112133,-0.129298,-0.129712,-0.12972,-0.129334,-0.128056,-0.125415,-0.126329,-0.125565,-0.125116,-0.124783,-0.124266,-0.124104,-0.124182,-0.124152,-0.124784,-0.124346,-0.126834,-0.127581,-0.127159,-0.127341,-0.127458,-0.128933,-0.128861,-0.129077,-0.12861,"8.6%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Generation: Pumped Storage/Other": Reference case with Clean Power Plan,62-AEO2018.89.ref_cpp-d121317a,"BkWh",0.039,-0.008503,-0.008503,-0.025728,-0.02604,-0.042823,-0.059734,-0.077013,-0.094118,-0.111784,-0.111494,-0.111629,-0.113404,-0.113132,-0.110111,-0.109351,-0.108846,-0.108984,-0.107151,-0.106804,-0.106914,-0.106258,-0.106274,-0.109005,-0.108845,-0.109878,-0.109682,-0.109384,-0.109725,-0.109846,-0.109512,-0.109538,-0.109344,-0.109323,-0.109153,"8.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Pumped Storage/Other": $15 carbon allowance fee,62-AEO2018.89.co2fee15-d022318a,"BkWh",0.039,-0.008503,-0.008503,-0.025728,-0.025941,-0.042755,-0.061233,-0.060437,-0.059916,-0.059293,-0.059277,-0.059204,-0.05916,-0.059054,-0.05905,-0.058487,-0.074897,-0.090966,-0.107039,-0.106605,-0.106378,-0.106135,-0.105979,-0.105919,-0.124569,-0.124463,-0.125531,-0.142635,-0.158698,-0.158901,-0.158613,-0.156595,-0.157296,-0.157844,-0.156959,"9.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Pumped Storage/Other": $25 carbon allowance fee,62-AEO2018.89.co2fee25-d022318a,"BkWh",0.039,-0.008503,-0.008503,-0.025718,-0.026334,-0.042908,-0.042991,-0.043161,-0.042867,-0.042029,-0.041632,-0.05805,-0.074345,-0.090824,-0.107125,-0.123215,-0.138018,-0.153632,-0.155116,-0.171974,-0.171488,-0.171132,-0.171722,-0.174866,-0.173568,-0.189501,-0.205233,-0.22298,-0.241332,-0.252856,-0.255176,-0.2553,-0.271036,-0.287401,-0.300373,"11.4%"
Renewable Sources,"Electricity: Electric Power Sector: Generation: Renewable Sources",62-AEO2018.90.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Generation: Renewable Sources": Reference case,62-AEO2018.90.ref2018-d121317a,"BkWh",2.758452,2.705895,2.616178,4.284335,4.806314,5.267245,5.378961,5.391247,5.545057,5.605946,5.748983,5.789573,5.89424,5.962069,5.975111,5.984936,6.648906,10.394408,13.984214,16.752516,18.615864,18.960493,19.019003,19.156546,19.231985,19.432114,19.480465,19.487535,19.503809,19.494232,19.513935,19.566307,19.604479,19.643848,19.698513,"6.2%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Generation: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.90.ref_cpp-d121317a,"BkWh",2.758452,2.705895,2.61618,3.243094,3.483514,4.71319,6.4779,6.839369,6.847869,6.849506,6.850237,6.871583,6.881662,6.880163,6.888703,12.255781,15.208517,17.375525,19.452135,23.057955,23.863655,28.313019,29.304159,29.266176,29.108028,29.06282,28.863487,28.553658,28.584141,28.288725,28.240019,28.149897,28.101336,28.1574,28.152803,"7.4%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Renewable Sources": $15 carbon allowance fee,62-AEO2018.90.co2fee15-d022318a,"BkWh",2.758452,2.715693,2.592359,2.918939,3.129854,3.115859,4.810339,5.232123,9.164211,12.774305,15.536607,16.201862,16.398882,16.596703,16.650787,18.222757,18.621149,18.636471,22.188786,27.454563,32.289116,36.151432,38.627644,41.003872,43.631481,44.97871,45.611244,46.444359,47.120144,47.866894,48.715851,50.93248,52.291847,53.24828,53.627888,"9.5%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Renewable Sources": $25 carbon allowance fee,62-AEO2018.90.co2fee25-d022318a,"BkWh",2.758452,2.729527,2.61619,2.91894,3.16779,3.246518,3.254617,3.258126,8.419967,16.232883,26.546047,32.634441,34.175327,34.87542,36.521179,39.977406,43.013988,43.749557,43.702435,44.30888,44.425358,44.432873,44.909168,47.305084,50.056797,52.964043,55.05534,55.706081,56.232399,55.785183,55.66605,55.749363,57.135536,57.179951,56.692947,"9.6%"
Distributed Generation,"Electricity: Electric Power Sector: Generation: Distributed Generation",62-AEO2018.91.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Generation: Distributed Generation": Reference case,62-AEO2018.91.ref2018-d121317a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006501,0.010931,0.014648,0.018159,0.022955,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Generation: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.91.ref_cpp-d121317a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004913,0.009926,0.014931,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Distributed Generation": $15 carbon allowance fee,62-AEO2018.91.co2fee15-d022318a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Distributed Generation": $25 carbon allowance fee,62-AEO2018.91.co2fee25-d022318a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Generation,"Electricity: Electric Power Sector: Generation: Total Generation",62-AEO2018.92.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Generation: Total Generation": Reference case,62-AEO2018.92.ref2018-d121317a,"BkWh",137.250381,148.226852,149.702164,156.929428,155.504532,153.220337,155.049393,157.502014,159.602493,154.584671,159.426285,162.103973,164.873993,167.434814,168.066925,171.83989,168.783524,171.192017,173.928207,171.683594,172.725128,173.584579,177.275452,179.075333,184.178802,191.406464,195.16008,197.030304,197.26265,197.3703,198.285583,199.543274,199.503616,199.244919,200.494995,"0.9%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Generation: Total Generation": Reference case with Clean Power Plan,62-AEO2018.92.ref_cpp-d121317a,"BkWh",137.250397,147.695221,149.103745,156.657852,155.445679,153.762177,155.345627,157.721451,151.719543,151.635132,154.486313,157.218719,163.915131,165.075867,164.078339,169.063248,172.231262,173.870377,176.151688,179.556335,180.820435,186.597092,190.356049,191.214813,191.511917,191.783356,192.836182,192.565063,192.739044,193.109756,193.730225,194.491623,196.122971,197.586548,199.259628,"0.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Total Generation": $15 carbon allowance fee,62-AEO2018.92.co2fee15-d022318a,"BkWh",137.250381,148.258072,151.422791,157.041885,160.041245,158.010315,155.857132,153.092545,147.201828,147.694504,150.685165,156.03566,153.590393,163.451782,168.337189,170.685715,170.822113,171.939194,172.940536,183.754059,187.984375,188.529068,184.595566,181.905701,179.07489,176.261703,175.026672,177.790161,184.300705,184.748077,193.179642,192.46019,193.95874,194.228378,189.30426,"0.7%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Total Generation": $25 carbon allowance fee,62-AEO2018.92.co2fee25-d022318a,"BkWh",137.250366,145.698639,148.435028,156.224594,158.062668,156.100418,154.733627,144.708542,141.665665,145.985413,150.670105,159.682922,166.940247,169.209808,170.617996,172.963318,174.747391,172.540482,172.90892,166.366333,168.741837,171.514679,177.451477,187.38121,194.916183,195.150879,196.677094,199.912415,202.442841,198.957474,197.688354,194.107147,184.440399,180.557724,174.465851,"0.5%"
Sales to Customers,"Electricity: Electric Power Sector: Generation: Sales to Customers",62-AEO2018.93.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Generation: Sales to Customers": Reference case,62-AEO2018.93.ref2018-d121317a,"BkWh",137.130524,148.116882,149.592194,156.819458,155.394562,153.110367,154.939423,157.392044,159.492523,154.474701,159.316315,161.994003,164.764023,167.324844,167.956955,171.729919,168.673553,171.082047,173.818237,171.573624,172.615158,173.474609,177.165482,178.965363,184.068832,191.296494,195.05011,196.920334,197.152679,197.26033,198.175613,199.433304,199.393646,199.134949,200.385025,"0.9%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Generation: Sales to Customers": Reference case with Clean Power Plan,62-AEO2018.93.ref_cpp-d121317a,"BkWh",137.130539,147.585251,148.993774,156.547882,155.335709,153.652206,155.235657,157.611481,151.609573,151.525162,154.376343,157.108749,163.805161,164.965897,163.968369,168.953278,172.121292,173.760406,176.041718,179.446365,180.710464,186.487122,190.246078,191.104843,191.401947,191.673386,192.726212,192.455093,192.629074,192.999786,193.620255,194.381653,196.013,197.476578,199.149658,"0.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Sales to Customers": $15 carbon allowance fee,62-AEO2018.93.co2fee15-d022318a,"BkWh",137.130524,148.148102,151.31282,156.931915,159.931274,157.900345,155.747162,152.982574,147.091858,147.584534,150.575195,155.92569,153.480423,163.341812,168.227219,170.575745,170.712143,171.829224,172.830566,183.644089,187.874405,188.419098,184.485596,181.795731,178.96492,176.151733,174.916702,177.680191,184.190735,184.638107,193.069672,192.35022,193.84877,194.118408,189.19429,"0.7%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Sales to Customers": $25 carbon allowance fee,62-AEO2018.93.co2fee25-d022318a,"BkWh",137.130508,145.588669,148.325058,156.114624,157.952698,155.990448,154.623657,144.598572,141.555695,145.875443,150.560135,159.572952,166.830276,169.099838,170.508026,172.853348,174.637421,172.430511,172.79895,166.256363,168.631866,171.404709,177.341507,187.27124,194.806213,195.040909,196.567123,199.802444,202.33287,198.847504,197.578384,193.997177,184.330429,180.447754,174.355881,"0.5%"
Generation for Own Use,"Electricity: Electric Power Sector: Generation: Generation for Own Use",62-AEO2018.94.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Generation: Generation for Own Use": Reference case,62-AEO2018.94.ref2018-d121317a,"BkWh",0.119863,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Generation: Generation for Own Use": Reference case with Clean Power Plan,62-AEO2018.94.ref_cpp-d121317a,"BkWh",0.119863,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Generation for Own Use": $15 carbon allowance fee,62-AEO2018.94.co2fee15-d022318a,"BkWh",0.119863,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Generation: Generation for Own Use": $25 carbon allowance fee,62-AEO2018.94.co2fee25-d022318a,"BkWh",0.119863,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,0.109967,"0.0%"
End-Use Sectors,,62-AEO2018.97.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: End-Use Sectors: Generation: Coal",62-AEO2018.98.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Generation: Coal": Reference case,62-AEO2018.98.ref2018-d121317a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Generation: Coal": Reference case with Clean Power Plan,62-AEO2018.98.ref_cpp-d121317a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Coal": $15 carbon allowance fee,62-AEO2018.98.co2fee15-d022318a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Coal": $25 carbon allowance fee,62-AEO2018.98.co2fee25-d022318a,"BkWh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Petroleum,"Electricity: End-Use Sectors: Generation: Petroleum",62-AEO2018.99.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Generation: Petroleum": Reference case,62-AEO2018.99.ref2018-d121317a,"BkWh",0.089434,0.066506,0.041801,0.017995,0.018224,0.018485,0.018727,0.018928,0.019106,0.019264,0.019476,0.01976,0.020063,0.020416,0.020808,0.021259,0.021664,0.022014,0.02235,0.02266,0.023007,0.023318,0.023636,0.024004,0.024358,0.024718,0.025099,0.02546,0.025788,0.026109,0.02641,0.026769,0.027103,0.027445,0.027802,"-2.6%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Generation: Petroleum": Reference case with Clean Power Plan,62-AEO2018.99.ref_cpp-d121317a,"BkWh",0.089434,0.066506,0.041833,0.018018,0.018227,0.018491,0.01872,0.018906,0.01907,0.019232,0.019458,0.019735,0.02004,0.020426,0.020873,0.021367,0.021819,0.022192,0.022524,0.022828,0.023166,0.02347,0.023774,0.024119,0.024458,0.02479,0.025143,0.025479,0.025783,0.026066,0.026344,0.026682,0.026995,0.027319,0.027648,"-2.6%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Petroleum": $15 carbon allowance fee,62-AEO2018.99.co2fee15-d022318a,"BkWh",0.089434,0.066506,0.041779,0.017991,0.018197,0.018409,0.018658,0.018893,0.019099,0.01926,0.019487,0.019811,0.020199,0.020695,0.021261,0.021891,0.022449,0.022914,0.023336,0.023709,0.024098,0.024458,0.024821,0.025243,0.025645,0.026091,0.026568,0.027059,0.02752,0.027974,0.028429,0.028988,0.029516,0.030067,0.030606,"-2.3%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Petroleum": $25 carbon allowance fee,62-AEO2018.99.co2fee25-d022318a,"BkWh",0.089434,0.066506,0.041798,0.018015,0.018213,0.018397,0.018642,0.018888,0.019106,0.019288,0.019501,0.019843,0.020281,0.020844,0.021511,0.022227,0.02286,0.023378,0.023835,0.024242,0.024669,0.025027,0.025409,0.025855,0.026292,0.026746,0.027245,0.02775,0.028246,0.028757,0.029267,0.02984,0.030412,0.031009,0.031584,"-2.2%"
Natural Gas,"Electricity: End-Use Sectors: Generation: Natural Gas",62-AEO2018.100.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Generation: Natural Gas": Reference case,62-AEO2018.100.ref2018-d121317a,"BkWh",31.528748,32.151409,33.283237,33.713985,33.949085,34.179867,34.413406,34.662811,34.929836,35.207775,35.496056,35.799553,36.117706,36.447605,36.793407,37.152355,37.51889,37.89352,38.277378,38.668957,39.070206,39.487568,39.914368,40.356277,40.813461,41.291313,41.791199,42.308735,42.865292,43.454163,44.065399,44.726677,45.433765,46.186798,46.988914,"1.2%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Generation: Natural Gas": Reference case with Clean Power Plan,62-AEO2018.100.ref_cpp-d121317a,"BkWh",31.528782,32.154388,33.294952,33.736603,33.985859,34.235386,34.497879,34.771683,35.066498,35.379597,35.698391,36.032906,36.385197,36.747414,37.125565,37.517971,37.917809,38.327469,38.745644,39.175243,39.619476,40.080845,40.551449,41.039463,41.548409,42.093964,42.675972,43.29726,43.975632,44.713676,45.487473,46.316494,47.20752,48.159412,49.186321,"1.3%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Natural Gas": $15 carbon allowance fee,62-AEO2018.100.co2fee15-d022318a,"BkWh",31.718834,32.373413,33.541336,34.034851,34.365917,34.686714,35.010696,35.356304,35.727509,36.121494,36.540741,36.993088,37.480873,38.013401,38.58746,39.207577,39.866135,40.566784,41.316349,42.12006,42.993183,43.933739,44.963089,46.020237,47.138958,48.365471,49.692219,51.144913,52.681465,54.311104,56.024391,57.83992,59.746925,61.746754,63.804134,"2.1%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Natural Gas": $25 carbon allowance fee,62-AEO2018.100.co2fee25-d022318a,"BkWh",31.710001,32.386169,33.578674,34.122448,34.571404,35.010242,35.448303,35.930485,36.452335,37.024555,37.643444,38.319126,39.051197,39.837048,40.697319,41.618484,42.595676,43.638107,44.742527,45.919128,47.175327,48.511024,49.935024,51.46423,53.057907,54.744686,56.523064,58.400249,60.388752,62.475773,64.638817,66.882156,69.213936,71.625648,74.111237,"2.5%"
Other Gaseous Fuels,"Electricity: End-Use Sectors: Generation: Other Gaseous Fuels",62-AEO2018.101.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Generation: Other Gaseous Fuels": Reference case,62-AEO2018.101.ref2018-d121317a,"BkWh",2.851644,3.634191,4.515235,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,"2.1%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Generation: Other Gaseous Fuels": Reference case with Clean Power Plan,62-AEO2018.101.ref_cpp-d121317a,"BkWh",2.851644,3.634191,4.515235,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,"2.1%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Other Gaseous Fuels": $15 carbon allowance fee,62-AEO2018.101.co2fee15-d022318a,"BkWh",2.851644,3.634191,4.515235,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,"2.1%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Other Gaseous Fuels": $25 carbon allowance fee,62-AEO2018.101.co2fee25-d022318a,"BkWh",2.851644,3.634191,4.515235,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,7.167671,"2.1%"
Renewable Sources,"Electricity: End-Use Sectors: Generation: Renewable Sources",62-AEO2018.102.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Generation: Renewable Sources": Reference case,62-AEO2018.102.ref2018-d121317a,"BkWh",3.261041,3.494826,3.361462,3.426779,3.504975,3.589079,3.661503,3.72563,3.790675,3.850245,3.92802,4.020611,4.115535,4.212087,4.317066,4.444352,4.593354,4.771232,4.979032,5.210232,5.467473,5.7372,6.027188,6.342339,6.675421,7.025081,7.395268,7.784029,8.18776,8.609702,9.056067,9.544163,10.055943,10.606296,11.186225,"3.6%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Generation: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.102.ref_cpp-d121317a,"BkWh",3.26104,3.494856,3.36871,3.432483,3.506035,3.591136,3.66121,3.722672,3.785682,3.848514,3.930264,4.022441,4.113243,4.206133,4.308312,4.431201,4.581613,4.761207,4.969437,5.203099,5.464151,5.738784,6.031538,6.348047,6.683312,7.032249,7.403768,7.796132,8.204689,8.632523,9.083389,9.567833,10.077904,10.622759,11.202782,"3.6%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Renewable Sources": $15 carbon allowance fee,62-AEO2018.102.co2fee15-d022318a,"BkWh",3.261041,3.494797,3.357767,3.427407,3.502459,3.579485,3.656612,3.73059,3.804451,3.866089,3.946807,4.041184,4.13333,4.229918,4.336693,4.46737,4.621536,4.807683,5.028374,5.275126,5.547976,5.833036,6.142468,6.469807,6.813975,7.179733,7.565036,7.971025,8.389468,8.822856,9.277525,9.771824,10.298033,10.869208,11.472764,"3.7%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Renewable Sources": $25 carbon allowance fee,62-AEO2018.102.co2fee25-d022318a,"BkWh",3.26104,3.494801,3.362202,3.432868,3.507481,3.580757,3.65886,3.737919,3.818437,3.886557,3.968223,4.062109,4.156338,4.253544,4.367257,4.495615,4.645354,4.830733,5.05177,5.300009,5.574978,5.859249,6.16372,6.497809,6.847792,7.211431,7.591846,7.989168,8.401286,8.831896,9.289245,9.782056,10.300514,10.859386,11.45173,"3.7%"
Other,"Electricity: End-Use Sectors: Generation: Other",62-AEO2018.103.,"BkWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Generation: Other": Reference case,62-AEO2018.103.ref2018-d121317a,"BkWh",0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,"0.0%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Generation: Other": Reference case with Clean Power Plan,62-AEO2018.103.ref_cpp-d121317a,"BkWh",0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,"0.0%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Generation: Other": $15 carbon allowance fee,62-AEO2018.103.co2fee15-d022318a,"BkWh",0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,0.365067,"0.0%"
